Disease,ChemicalName,ChemicalID,CasRN,tier,InferenceGeneSymbol,InferenceScore,gene_count,PubMedIDs
Asthma,Reactive Oxygen Species,D017382,,gene_inferred,CCL5,50.79,27,8534483
Asthma,Reactive Oxygen Species,D017382,,gene_inferred,CYP2E1,50.79,27,28807506
Asthma,Reactive Oxygen Species,D017382,,gene_inferred,EDN1,50.79,27,16981460
Asthma,Reactive Oxygen Species,D017382,,gene_inferred,HMOX1,50.79,27,18048809
Asthma,Reactive Oxygen Species,D017382,,gene_inferred,ICAM1,50.79,27,17014439|25003170
Asthma,Reactive Oxygen Species,D017382,,gene_inferred,IL1B,50.79,27,9176529
Asthma,Reactive Oxygen Species,D017382,,gene_inferred,IL1RL1,50.79,27,19198610|21150878|21804549|24241537|27472835
Asthma,Reactive Oxygen Species,D017382,,gene_inferred,IL4,50.79,27,18357729|33861987
Asthma,Reactive Oxygen Species,D017382,,gene_inferred,IL5,50.79,27,23266719|7540862
Asthma,Reactive Oxygen Species,D017382,,gene_inferred,IL6,50.79,27,29902480
Asthma,Reactive Oxygen Species,D017382,,gene_inferred,MMP1,50.79,27,24469321
Asthma,Reactive Oxygen Species,D017382,,gene_inferred,MMP9,50.79,27,11742282|15131573
Asthma,Reactive Oxygen Species,D017382,,gene_inferred,NOS2,50.79,27,19800904
Asthma,Reactive Oxygen Species,D017382,,gene_inferred,PARP1,50.79,27,18261157
Asthma,Reactive Oxygen Species,D017382,,gene_inferred,PTEN,50.79,27,17982072
Asthma,Reactive Oxygen Species,D017382,,gene_inferred,SOD1,50.79,27,22867017
Asthma,Reactive Oxygen Species,D017382,,gene_inferred,SOD2,50.79,27,28208751
Asthma,Reactive Oxygen Species,D017382,,gene_inferred,TGFB1,50.79,27,16365456|19138248
Asthma,Reactive Oxygen Species,D017382,,gene_inferred,TNF,50.79,27,12356572|14681301|16456144|17450233|20049212|25960783
Asthma,Reactive Oxygen Species,D017382,,gene_inferred,VEGFA,50.79,27,11907124|15201500|19263519
Asthma,Coal Ash,D060729,,gene_inferred,AGER,50.67,20,33075463
Asthma,Coal Ash,D060729,,gene_inferred,AREG,50.67,20,15696081
Asthma,Coal Ash,D060729,,gene_inferred,ARG1,50.67,20,19281908|19800904
Asthma,Coal Ash,D060729,,gene_inferred,CAT,50.67,20,18048809
Asthma,Coal Ash,D060729,,gene_inferred,CCL2,50.67,20,19373627
Asthma,Coal Ash,D060729,,gene_inferred,HMOX1,50.67,20,18048809
Asthma,Coal Ash,D060729,,gene_inferred,HSD11B2,50.67,20,11932298
Asthma,Coal Ash,D060729,,gene_inferred,ICAM1,50.67,20,17014439|25003170
Asthma,Coal Ash,D060729,,gene_inferred,IL10,50.67,20,29317916
Asthma,Coal Ash,D060729,,gene_inferred,IL1B,50.67,20,9176529
Asthma,Coal Ash,D060729,,gene_inferred,IL33,50.67,20,19198610|21804549|24241537|27472835|29067999
Asthma,Coal Ash,D060729,,gene_inferred,IL6,50.67,20,29902480
Asthma,Coal Ash,D060729,,gene_inferred,MMP1,50.67,20,24469321
Asthma,Coal Ash,D060729,,gene_inferred,MMP9,50.67,20,11742282|15131573
Asthma,Coal Ash,D060729,,gene_inferred,MYB,50.67,20,19198610
Asthma,Coal Ash,D060729,,gene_inferred,NOS2,50.67,20,19800904
Asthma,Coal Ash,D060729,,gene_inferred,PARP1,50.67,20,18261157
Asthma,Coal Ash,D060729,,gene_inferred,TGFB1,50.67,20,16365456|19138248
Asthma,Coal Ash,D060729,,gene_inferred,TNF,50.67,20,12356572|14681301|16456144|17450233|20049212|25960783
Asthma,Coal Ash,D060729,,gene_inferred,TRPA1,50.67,20,19458046
Asthma,Histamine,D006632,51-45-6,gene_inferred,ALOX5,50.67,19,
Asthma,Histamine,D006632,51-45-6,gene_inferred,BCL2,50.67,19,18357729
Asthma,Histamine,D006632,51-45-6,gene_inferred,CAT,50.67,19,18048809
Asthma,Histamine,D006632,51-45-6,gene_inferred,CCL2,50.67,19,19373627
Asthma,Histamine,D006632,51-45-6,gene_inferred,CD14,50.67,19,17607003
Asthma,Histamine,D006632,51-45-6,gene_inferred,EDN1,50.67,19,16981460
Asthma,Histamine,D006632,51-45-6,gene_inferred,HNMT,50.67,19,17651147
Asthma,Histamine,D006632,51-45-6,gene_inferred,ICAM1,50.67,19,17014439|25003170
Asthma,Histamine,D006632,51-45-6,gene_inferred,IL10,50.67,19,29317916
Asthma,Histamine,D006632,51-45-6,gene_inferred,IL1B,50.67,19,9176529
Asthma,Histamine,D006632,51-45-6,gene_inferred,IL4,50.67,19,18357729|33861987
Asthma,Histamine,D006632,51-45-6,gene_inferred,IL5,50.67,19,23266719|7540862
Asthma,Histamine,D006632,51-45-6,gene_inferred,IL6,50.67,19,29902480
Asthma,Histamine,D006632,51-45-6,gene_inferred,MMP1,50.67,19,24469321
Asthma,Histamine,D006632,51-45-6,gene_inferred,NOS2,50.67,19,19800904
Asthma,Histamine,D006632,51-45-6,gene_inferred,OVAL,50.67,19,22733167|24950052|25739523|26549244|28529457
Asthma,Histamine,D006632,51-45-6,gene_inferred,PDE4B,50.67,19,21912604
Asthma,Histamine,D006632,51-45-6,gene_inferred,SOD1,50.67,19,22867017
Asthma,Histamine,D006632,51-45-6,gene_inferred,TNF,50.67,19,12356572|14681301|16456144|17450233|20049212|25960783
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,AGER,50.61,41,33075463
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,ARG1,50.61,41,19281908|19800904
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,BCL2,50.61,41,18357729
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,BGLAP,50.61,41,8429434
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,CAT,50.61,41,18048809
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,CCL11,50.61,41,
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,CCL2,50.61,41,19373627
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,CCL5,50.61,41,8534483
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,CD14,50.61,41,17607003
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,CTNNA3,50.61,41,19187332
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,DNMT1,50.61,41,23423710
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,EDN1,50.61,41,16981460
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,GSTM1,50.61,41,16870661|18988661
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,HLA-DRB1,50.61,41,16792590
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,HMOX1,50.61,41,18048809
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,HNMT,50.61,41,17651147
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,ICAM1,50.61,41,17014439|25003170
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,IL10,50.61,41,29317916
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,IL13,50.61,41,22867017
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,IL1B,50.61,41,9176529
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,IL1RL1,50.61,41,19198610|21150878|21804549|24241537|27472835
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,IL1RN,50.61,41,9176529
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,IL33,50.61,41,19198610|21804549|24241537|27472835|29067999
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,IL4,50.61,41,18357729|33861987
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,IL4R,50.61,41,25867440|33861987|36910341
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,IL5,50.61,41,23266719|7540862
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,IL6,50.61,41,29902480
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,IL6R,50.61,41,29902480
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,KRT19,50.61,41,15478392
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,MMP10,50.61,41,16926187
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,MMP9,50.61,41,11742282|15131573
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,NOS2,50.61,41,19800904
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,PARP1,50.61,41,18261157
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,PLAU,50.61,41,21912604
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,RAD50,50.61,41,24241537
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,SOD2,50.61,41,28208751
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,TGFB1,50.61,41,16365456|19138248
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,TNC,50.61,41,16115819
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,TNF,50.61,41,12356572|14681301|16456144|17450233|20049212|25960783
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,TRPA1,50.61,41,19458046
Asthma,Mustard Gas,D009151,505-60-2,gene_inferred,VEGFA,50.61,41,11907124|15201500|19263519
Asthma,diphenyleneiodonium,C007517,244-54-2,gene_inferred,BCL2,50.41,18,18357729
Asthma,diphenyleneiodonium,C007517,244-54-2,gene_inferred,CAT,50.41,18,18048809
Asthma,diphenyleneiodonium,C007517,244-54-2,gene_inferred,CCL2,50.41,18,19373627
Asthma,diphenyleneiodonium,C007517,244-54-2,gene_inferred,CYP2E1,50.41,18,28807506
Asthma,diphenyleneiodonium,C007517,244-54-2,gene_inferred,EDN1,50.41,18,16981460
Asthma,diphenyleneiodonium,C007517,244-54-2,gene_inferred,HMOX1,50.41,18,18048809
Asthma,diphenyleneiodonium,C007517,244-54-2,gene_inferred,HTR2A,50.41,18,25322896
Asthma,diphenyleneiodonium,C007517,244-54-2,gene_inferred,ICAM1,50.41,18,17014439|25003170
Asthma,diphenyleneiodonium,C007517,244-54-2,gene_inferred,IL1B,50.41,18,9176529
Asthma,diphenyleneiodonium,C007517,244-54-2,gene_inferred,IL6,50.41,18,29902480
Asthma,diphenyleneiodonium,C007517,244-54-2,gene_inferred,MMP1,50.41,18,24469321
Asthma,diphenyleneiodonium,C007517,244-54-2,gene_inferred,MMP9,50.41,18,11742282|15131573
Asthma,diphenyleneiodonium,C007517,244-54-2,gene_inferred,NOS2,50.41,18,19800904
Asthma,diphenyleneiodonium,C007517,244-54-2,gene_inferred,PARP1,50.41,18,18261157
Asthma,diphenyleneiodonium,C007517,244-54-2,gene_inferred,SOD2,50.41,18,28208751
Asthma,diphenyleneiodonium,C007517,244-54-2,gene_inferred,TGFB1,50.41,18,16365456|19138248
Asthma,diphenyleneiodonium,C007517,244-54-2,gene_inferred,TNF,50.41,18,12356572|14681301|16456144|17450233|20049212|25960783
Asthma,diphenyleneiodonium,C007517,244-54-2,gene_inferred,VEGFA,50.41,18,11907124|15201500|19263519
Asthma,Edaravone,D000077553,89-25-8,gene_inferred,ALOX5,50.41,18,
Asthma,Edaravone,D000077553,89-25-8,gene_inferred,BCL2,50.41,18,18357729
Asthma,Edaravone,D000077553,89-25-8,gene_inferred,CAT,50.41,18,18048809
Asthma,Edaravone,D000077553,89-25-8,gene_inferred,CCL2,50.41,18,19373627
Asthma,Edaravone,D000077553,89-25-8,gene_inferred,HMOX1,50.41,18,18048809
Asthma,Edaravone,D000077553,89-25-8,gene_inferred,ICAM1,50.41,18,17014439|25003170
Asthma,Edaravone,D000077553,89-25-8,gene_inferred,IL10,50.41,18,29317916
Asthma,Edaravone,D000077553,89-25-8,gene_inferred,IL1B,50.41,18,9176529
Asthma,Edaravone,D000077553,89-25-8,gene_inferred,IL4,50.41,18,18357729|33861987
Asthma,Edaravone,D000077553,89-25-8,gene_inferred,IL6,50.41,18,29902480
Asthma,Edaravone,D000077553,89-25-8,gene_inferred,MMP9,50.41,18,11742282|15131573
Asthma,Edaravone,D000077553,89-25-8,gene_inferred,NOS2,50.41,18,19800904
Asthma,Edaravone,D000077553,89-25-8,gene_inferred,PARP1,50.41,18,18261157
Asthma,Edaravone,D000077553,89-25-8,gene_inferred,SOD1,50.41,18,22867017
Asthma,Edaravone,D000077553,89-25-8,gene_inferred,SOD2,50.41,18,28208751
Asthma,Edaravone,D000077553,89-25-8,gene_inferred,TGFB1,50.41,18,16365456|19138248
Asthma,Edaravone,D000077553,89-25-8,gene_inferred,TNF,50.41,18,12356572|14681301|16456144|17450233|20049212|25960783
Asthma,Edaravone,D000077553,89-25-8,gene_inferred,VEGFA,50.41,18,11907124|15201500|19263519
Asthma,Silymarin,D012838,,gene_inferred,ALDH2,50.30,22,11506308|9600491
Asthma,Silymarin,D012838,,gene_inferred,BCL2,50.30,22,18357729
Asthma,Silymarin,D012838,,gene_inferred,CAT,50.30,22,18048809
Asthma,Silymarin,D012838,,gene_inferred,CCL2,50.30,22,19373627
Asthma,Silymarin,D012838,,gene_inferred,CCL5,50.30,22,8534483
Asthma,Silymarin,D012838,,gene_inferred,CD14,50.30,22,17607003
Asthma,Silymarin,D012838,,gene_inferred,CYP2E1,50.30,22,28807506
Asthma,Silymarin,D012838,,gene_inferred,GSTP1,50.30,22,11994713|16870661|18988661|24117884|29411558
Asthma,Silymarin,D012838,,gene_inferred,HMOX1,50.30,22,18048809
Asthma,Silymarin,D012838,,gene_inferred,ICAM1,50.30,22,17014439|25003170
Asthma,Silymarin,D012838,,gene_inferred,IL10,50.30,22,29317916
Asthma,Silymarin,D012838,,gene_inferred,IL1B,50.30,22,9176529
Asthma,Silymarin,D012838,,gene_inferred,IL1RN,50.30,22,9176529
Asthma,Silymarin,D012838,,gene_inferred,IL6,50.30,22,29902480
Asthma,Silymarin,D012838,,gene_inferred,NOS2,50.30,22,19800904
Asthma,Silymarin,D012838,,gene_inferred,NQO1,50.30,22,20049212
Asthma,Silymarin,D012838,,gene_inferred,PARP1,50.30,22,18261157
Asthma,Silymarin,D012838,,gene_inferred,SOD1,50.30,22,22867017
Asthma,Silymarin,D012838,,gene_inferred,SOD2,50.30,22,28208751
Asthma,Silymarin,D012838,,gene_inferred,STAT4,50.30,22,28807506
Asthma,Silymarin,D012838,,gene_inferred,TGFB1,50.30,22,16365456|19138248
Asthma,Silymarin,D012838,,gene_inferred,TNF,50.30,22,12356572|14681301|16456144|17450233|20049212|25960783
Pneumonia,14-hydroxydocosahexaenoic acid,C059528,86360-66-9,curated,,,,34601004
Pneumonia,"1,5-anhydrofructose",C048927,75414-43-6,curated,,,,19559007
Pneumonia,"17-hydroxy-4,7,10,13,15,19-docosahexaenoic acid",C062894,90780-52-2,curated,,,,34601004
Pneumonia,18(R)-hydroxyeicosapentaenoic acid,C561691,,curated,,,,34601004
Pneumonia,"2,4-Dichlorophenoxyacetic Acid",D015084,94-75-7,curated,,,,33865415
Pneumonia,2-chloroethyl ethyl sulfide,C031278,693-07-2,curated,,,,19464336|32157350
Pneumonia,2-oxothiazolidine-4-carboxylic acid,C029536,,curated,,,,19560508
Pneumonia,3-(pyridin-3-ylsulfonyl)-5-(trifluoromethyl)-2H-chromen-2-one,C000623021,,curated,,,,28790194
Pneumonia,"4-((3-bromophenyl)amino)-6,7-dimethoxyquinazoline",C088860,,curated,,,,26464147
Pneumonia,acetovanillone,C056165,498-02-2,curated,,,,21983654
Pneumonia,Acrolein,D000171,107-02-8,curated,,,,36806656
Pneumonia,Adrenal Cortex Hormones,D000305,,curated,,,,12947150
Pneumonia,Air Pollutants,D000393,,curated,,,,18367723|34416640|36675130
Pneumonia,Aluminum Oxide,D000537,1344-28-1,curated,,,,19270794|22240982
Pneumonia,aluminum oxide hydroxide,C069471,63957-70-0,curated,,,,19428954
Pneumonia,Aluminum Silicates,D000538,,curated,,,,20368128
Pneumonia,Amikacin,D000583,37517-28-5,curated,,,,1108649|319355
Pneumonia,Amiodarone,D000638,1951-25-3,curated,,,,1595783|16131795|16858166|3997294|6409240|6861927|9855346
Pneumonia,Amoxicillin-Potassium Clavulanate Combination,D019980,74469-00-4,curated,,,,10369618|12501879|15328092|16446376|18028086
Pneumonia,Amphotericin B,D000666,1397-89-3,curated,,,,1357285|16538979
Pneumonia,Ampicillin,D000667,69-53-4,curated,,,,6637917|835515
Pneumonia,angiotensin I (1-7),C118790,,curated,,,,28960804
Pneumonia,"Antigens, Dermatophagoides",D039741,,curated,,,,24060272|24453940|36975775
Pneumonia,Arsenic,D001151,7440-38-2,curated,,,,26497043
Pneumonia,Asbestos,D001194,1332-21-4,curated,,,,21362472
Pneumonia,"Asbestos, Amosite",D017639,12172-73-5,curated,,,,21797767|22251266|27083413
Pneumonia,"Asbestos, Amphibole",D017636,,curated,,,,22168577|22251266|27083413
Pneumonia,"Asbestos, Crocidolite",D017638,12001-28-4,curated,,,,17849262
Pneumonia,"Asbestos, Serpentine",D017632,,curated,,,,16266986|20368128|32755622
Pneumonia,Azithromycin,D017963,83905-01-5,curated,,,,10858333|16856707
Pneumonia,bacampicillin,C011674,,curated,,,,6352033
Pneumonia,bisphenol A,C006780,80-05-7,curated,,,,28285737
Pneumonia,Bleomycin,D001761,11056-06-7,curated,,,,16317386|17071938|18024389|19362168|25071917|26600069|32828905|36087614|54212
Pneumonia,Blood Glucose,D001786,,curated,,,,25221900
Pneumonia,BUCY-2 protocol,C071005,,curated,,,,2025579
Pneumonia,Butylated Hydroxytoluene,D002084,128-37-0,curated,,,,11893704
Pneumonia,Cadmium,D002104,7440-43-9,curated,,,,22094458
Pneumonia,Cadmium Chloride,D019256,10108-64-2,curated,,,,20826145|39587603
Pneumonia,Caffeine,D002110,58-08-2,curated,,,,29055810
Pneumonia,Calcium Sulfate,D002133,7778-18-9,curated,,,,20368128
Pneumonia,Capsaicin,D002211,404-86-4,curated,,,,22575871
Pneumonia,Carbenicillin,D002228,4697-36-3,curated,,,,256433|4850936
Pneumonia,Carboplatin,D016190,41575-94-4,curated,,,,16612156
Pneumonia,Carmustine,D002330,154-93-8,curated,,,,6354414
Pneumonia,cefditoren pivoxil,C057710,,curated,,,,12501878|12501879
Pneumonia,Cefixime,D020682,79350-37-1,curated,,,,2041146
Pneumonia,Cefotaxime,D002439,63527-52-6,curated,,,,1583528|2041948
Pneumonia,Cefpodoxime Proxetil,D000097627,,curated,,,,12501878
Pneumonia,Ceftazidime,D002442,78439-06-2,curated,,,,21227004|3578331
Pneumonia,Ceftriaxone,D002443,73384-59-5,curated,,,,12642754|18444848|21166949|21227004
Pneumonia,Cefuroxime,D002444,55268-75-2,curated,,,,10858333|2041948
Pneumonia,Cephalothin,D002512,153-61-7,curated,,,,4850936
Pneumonia,ceric oxide,C030583,1306-38-3,curated,,,,22240982
Pneumonia,Chloramphenicol,D002701,56-75-7,curated,,,,2041948|4023934|6071896
Pneumonia,"Cholesterol, Dietary",D002791,,curated,,,,34601004
Pneumonia,CHOP protocol,C034587,,curated,,,,11732872
Pneumonia,Cilostazol,D000077407,73963-72-1,curated,,,,16645267
Pneumonia,Ciprofloxacin,D002939,85721-33-1,curated,,,,1541177|3555062|3578331
Pneumonia,Cisplatin,D002945,15663-27-1,curated,,,,21415776
Pneumonia,Clarithromycin,D017291,81103-11-9,curated,,,,12503933|17021990|20491717|9347384|9606474|9972380
Pneumonia,Coal,D003031,,curated,,,,19270797|26774687
Pneumonia,Coal Ash,D060729,,curated,,,,9710962
Pneumonia,Cobalt,D003035,7440-48-4,curated,,,,22198552
Pneumonia,cobalt oxide,C060728,11104-61-3,curated,,,,22240982
Pneumonia,Cocaine,D003042,50-36-2,curated,,,,16935692|19204526
Pneumonia,Copper Sulfate,D019327,7758-98-7,curated,,,,19679144
Pneumonia,Crack Cocaine,D016578,,curated,,,,12947150
Pneumonia,Crizotinib,D000077547,,curated,,,,23686600
Pneumonia,cupric oxide,C030973,1317-38-0,curated,,,,22240982
Pneumonia,cyclocreatine,C012260,35404-50-3,curated,,,,34411581
Pneumonia,Cyclophosphamide,D003520,50-18-0,curated,,,,2705179
Pneumonia,Cytarabine,D003561,147-94-4,curated,,,,12531223
Pneumonia,Dantrolene,D003620,7261-97-4,curated,,,,6736987
Pneumonia,Dapsone,D003622,80-08-0,curated,,,,19583683
Pneumonia,Daunorubicin,D003630,20830-81-3,curated,,,,12531223
Pneumonia,Desipramine,D003891,50-47-5,curated,,,,17477857
Pneumonia,Dexamethasone,D003907,50-02-2,curated,,,,10380089|21414392|37004399
Pneumonia,didecyldimethylammonium,C027118,20256-56-8,curated,,,,32763356
Pneumonia,Dietary Fats,D004041,,curated,,,,34601004
Pneumonia,Diflunisal,D004061,22494-42-4,curated,,,,9187209
Pneumonia,Dipyrone,D004177,,curated,,,,21429049
Pneumonia,Docetaxel,D000077143,,curated,,,,12365019|21415776
Pneumonia,Doxycycline,D004318,564-25-0,curated,,,,9145823
Pneumonia,Dronabinol,D013759,,curated,,,,32872332
Pneumonia,Dust,D004391,,curated,,,,24376072|26774687|26882889|32777237
Pneumonia,Enalapril,D004656,75847-73-3,curated,,,,19114890
Pneumonia,"endotoxin, Escherichia coli",C044101,67924-63-4,curated,,,,19114890
Pneumonia,Enoxacin,D015365,74011-58-8,curated,,,,3258863
Pneumonia,"enterotoxin B, staphylococcal",C031818,39424-53-8,curated,,,,32872332
Pneumonia,Epoxy Compounds,D004852,,curated,,,,12504350
Pneumonia,Erythromycin,D004917,114-07-8,curated,,,,10858333
Pneumonia,Esculin,D004929,531-75-9,curated,,,,39142713
Pneumonia,Everolimus,D000068338,,curated,,,,17346627
Pneumonia,Farnesol,D005204,4602-84-0,curated,,,,18793622
Pneumonia,Fluoxetine,D005473,54910-89-3,curated,,,,17477857
Pneumonia,Formaldehyde,D005557,50-00-0,curated,,,,21983654
Pneumonia,Formoterol Fumarate,D000068759,,curated,,,,20826145
Pneumonia,fudosteine,C113797,,curated,,,,40228672
Pneumonia,Gefitinib,D000077156,,curated,,,,20646869
Pneumonia,Gemcitabine,D000093542,,curated,,,,12365019|12367796
Pneumonia,Gentamicins,D005839,,curated,,,,11895059|16225114|4850936
Pneumonia,Glucocorticoids,D005938,,curated,,,,9187209
Pneumonia,Glyphosate,D000097797,,curated,,,,25172162
Pneumonia,gossypin,C022944,652-78-8,curated,,,,37148149
Pneumonia,Hexadimethrine Bromide,D006583,9011-04-5,curated,,,,32157350
Pneumonia,Hydrocarbons,D006838,,curated,,,,39733056
Pneumonia,Indomethacin,D007213,53-86-1,curated,,,,21983654
Pneumonia,Ipratropium,D009241,60205-81-4,curated,,,,20826145
Pneumonia,Iron,D007501,7439-89-6,curated,,,,22198552
Pneumonia,Lamotrigine,D000077213,84057-84-1,curated,,,,16442685
Pneumonia,Latex,D007840,,curated,,,,18938192
Pneumonia,Linezolid,D000069349,,curated,,,,14520146|16735427
Pneumonia,"lipopolysaccharide, E. coli O26-B6",C433788,,curated,,,,20975550|22465845
Pneumonia,"lipopolysaccharide, Escherichia coli O111 B4",C440499,,curated,,,,33949057
Pneumonia,Lipopolysaccharides,D008070,,curated,,,,11605937|11907180|12224865|15863634|18938192|27302421|29055810|33865415|34978009|37148149|39142713
Pneumonia,liposomal amphotericin B,C068538,,curated,,,,8901182
Pneumonia,m-ACOD protocol,C070074,,curated,,,,1713121
Pneumonia,Magnesium Silicates,D017633,,curated,,,,20368128
Pneumonia,Magnetite Nanoparticles,D058185,,curated,,,,19428954
Pneumonia,Manganese,D008345,7439-96-5,curated,,,,19263519
Pneumonia,M-BACOD protocol,C035353,,curated,,,,1713121
Pneumonia,Mechlorethamine,D008466,,curated,,,,20883710
Pneumonia,Meropenem,D000077731,96036-03-2,curated,,,,15221158|16882111
Pneumonia,Methotrexate,D008727,59-05-2,curated,,,,10846532|1450620|19449473|2803334|9651097
Pneumonia,Methylprednisolone,D008775,83-43-2,curated,,,,20831552
Pneumonia,Mezlocillin,D008802,51481-65-3,curated,,,,9527154
Pneumonia,Micafungin,D000077551,,curated,,,,19148589
Pneumonia,MINE protocol,C092704,,curated,,,,19787462
Pneumonia,Minocycline,D008911,10118-90-8,curated,,,,11600379
Pneumonia,Moxifloxacin,D000077266,,curated,,,,19680025|20731847
Pneumonia,Mustard Gas,D009151,505-60-2,curated,,,,19482056|34390737
Pneumonia,N-7-(2-(nitrophenyldithio)ethyl)mitomycin C,C055172,95056-36-3,curated,,,,9667686
Pneumonia,"Nanotubes, Carbon",D037742,,curated,,,,19836432|19857541|20368128|25554681|31265265|32771490
Pneumonia,naphthalan,C043836,37229-16-6,curated,,,,19637834
Pneumonia,naringin,C005274,10236-47-2,curated,,,,22575871
Pneumonia,Niacin,D009525,,curated,,,,20975550
Pneumonia,Nickel,D009532,7440-02-0,curated,,,,20936915|22198552
Pneumonia,nickel monoxide,C028007,1313-99-1,curated,,,,19270794|22240982
Pneumonia,nickel sulfate,C029938,7786-81-4,curated,,,,19679144
Pneumonia,Nitric Oxide,D009569,10102-43-9,curated,,,,17450216
Pneumonia,Nitrogen Dioxide,D009585,10102-44-0,curated,,,,22763046
Pneumonia,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",C434926,,curated,,,,25221900
Pneumonia,Ofloxacin,D015242,82419-36-1,curated,,,,15708235|19189043|19856068
Pneumonia,Ovalbumin,D010047,9006-59-1,curated,,,,21429049|26882889|29545090|37004399|40228672
Pneumonia,ovalbumin-alum,C446402,,curated,,,,11907180
Pneumonia,Oxygen,D010100,7782-44-7,curated,,,,23337360|25221900
Pneumonia,Ozone,D010126,10028-15-6,curated,,,,18007984|18381685|18929643|21543283|22763046|26464147|26647366|26949510|28790194|29247675|33383130|34558223|36675130
Pneumonia,Paclitaxel,D017239,,curated,,,,12367796|16612156
Pneumonia,Paraquat,D010269,4685-14-7,curated,,,,12504350|30967525
Pneumonia,Particulate Matter,D052638,,curated,,,,17450216|18197293|18686106|19272399|19337525|20049117|22634322|24060272|24136897|24376072|26041432|27377055|28917655|29233668|29540651|29787794|30963444|31884678|31941512|33161053|34416640|35795853|36975775|38941663|40228672
Pneumonia,Pemetrexed,D000068437,,curated,,,,21415776
Pneumonia,Penicillin G,D010400,61-33-6,curated,,,,4998180|6028697
Pneumonia,Penicillins,D010406,,curated,,,,1583528
Pneumonia,perfluorodecanoic acid,C036567,335-76-2,curated,,,,32717646
Pneumonia,perilla seed oil,C058216,68132-21-8,curated,,,,10720173
Pneumonia,Phenacetin,D010615,62-44-2,curated,,,,5660814
Pneumonia,Piperacillin,D010878,61477-96-1,curated,,,,6391888
Pneumonia,Piroxicam,D010894,36322-90-4,curated,,,,21414392
Pneumonia,polyhexamethyleneguanidine,C060540,31961-54-3,curated,,,,24769016|25716161|38969276
Pneumonia,pranlukast,C047681,,curated,,,,21429049
Pneumonia,Prednisolone,D011239,50-24-8,curated,,,,17477857|3997294
Pneumonia,Prednisone,D011241,53-03-2,curated,,,,4850720
Pneumonia,Quartz,D011791,14808-60-7,curated,,,,17030555|19836432
Pneumonia,quinupristin-dalfopristin,C062940,126602-89-9,curated,,,,11600379
Pneumonia,Riluzole,D019782,1744-22-5,curated,,,,31029113
Pneumonia,Rosiglitazone,D000077154,,curated,,,,24612634
Pneumonia,RU.521,C000626046,,curated,,,,39587603
Pneumonia,salvianolic acid B,C076944,115939-25-8,curated,,,,35795853
Pneumonia,Sildenafil Citrate,D000068677,,curated,,,,21414392
Pneumonia,Silicon Dioxide,D012822,7631-86-9,curated,,,,21414392|29341224|31284023|32017981|8063194
Pneumonia,Silver Compounds,D018030,,curated,,,,32367270|34601004
Pneumonia,Silver Nitrate,D012835,7761-88-8,curated,,,,32367270
Pneumonia,Sirolimus,D020123,,curated,,,,15219060
Pneumonia,Smoke,D012906,,curated,,,,21705297
Pneumonia,Sodium Selenite,D018038,10102-18-8,curated,,,,28285737
