DiseaseName,ChemicalID,ChemicalName,actual_label
"Pulmonary Disease, Chronic Obstructive",D004396,Coloring Agents,0
"Pulmonary Disease, Chronic Obstructive",D004642,Emodin,0
"Pulmonary Disease, Chronic Obstructive",D004656,Enalapril,1
"Pulmonary Disease, Chronic Obstructive",D004731,Endotoxins,0
"Pulmonary Disease, Chronic Obstructive",D004809,Ephedrine,0
"Pulmonary Disease, Chronic Obstructive",D004837,Epinephrine,1
"Pulmonary Disease, Chronic Obstructive",D004852,Epoxy Compounds,0
"Pulmonary Disease, Chronic Obstructive",D004917,Erythromycin,0
"Pulmonary Disease, Chronic Obstructive",D004929,Esculin,0
"Pulmonary Disease, Chronic Obstructive",D005047,Etoposide,0
"Pulmonary Disease, Chronic Obstructive",D005204,Farnesol,0
"Pulmonary Disease, Chronic Obstructive",D005280,Fenoterol,0
"Pulmonary Disease, Chronic Obstructive",D005473,Fluoxetine,0
"Pulmonary Disease, Chronic Obstructive",D005505,Food Coloring Agents,0
"Pulmonary Disease, Chronic Obstructive",D005520,Food Preservatives,0
"Pulmonary Disease, Chronic Obstructive",D005557,Formaldehyde,0
"Pulmonary Disease, Chronic Obstructive",D005659,"Fungicides, Industrial",0
"Pulmonary Disease, Chronic Obstructive",D005839,Gentamicins,0
"Pulmonary Disease, Chronic Obstructive",D005938,Glucocorticoids,1
"Pulmonary Disease, Chronic Obstructive",D005978,Glutathione,0
"Pulmonary Disease, Chronic Obstructive",D006024,Glycopyrrolate,1
"Pulmonary Disease, Chronic Obstructive",D006140,Guaifenesin,0
"Pulmonary Disease, Chronic Obstructive",D006221,Halothane,0
"Pulmonary Disease, Chronic Obstructive",D006493,Heparin,0
"Pulmonary Disease, Chronic Obstructive",D006533,Heptachlor,0
"Pulmonary Disease, Chronic Obstructive",D006540,Herbicides,0
"Pulmonary Disease, Chronic Obstructive",D006583,Hexadimethrine Bromide,0
"Pulmonary Disease, Chronic Obstructive",D006632,Histamine,0
"Pulmonary Disease, Chronic Obstructive",D006820,Hyaluronic Acid,1
"Pulmonary Disease, Chronic Obstructive",D006843,"Hydrocarbons, Chlorinated",0
"Pulmonary Disease, Chronic Obstructive",D006854,Hydrocortisone,0
"Pulmonary Disease, Chronic Obstructive",D006862,Hydrogen Sulfide,0
"Pulmonary Disease, Chronic Obstructive",D006918,Hydroxyurea,0
"Pulmonary Disease, Chronic Obstructive",D007052,Ibuprofen,0
"Pulmonary Disease, Chronic Obstructive",D007069,Ifosfamide,0
"Pulmonary Disease, Chronic Obstructive",D007213,Indomethacin,0
"Pulmonary Disease, Chronic Obstructive",D007306,Insecticides,0
"Pulmonary Disease, Chronic Obstructive",D007501,Iron,0
"Pulmonary Disease, Chronic Obstructive",D007545,Isoproterenol,0
"Pulmonary Disease, Chronic Obstructive",D007650,Ketanserin,1
"Pulmonary Disease, Chronic Obstructive",D007660,Ketoprofen,0
"Pulmonary Disease, Chronic Obstructive",D007665,Ketotifen,0
"Pulmonary Disease, Chronic Obstructive",D007840,Latex,0
"Pulmonary Disease, Chronic Obstructive",D007975,Leukotriene B4,0
"Pulmonary Disease, Chronic Obstructive",D008054,Lipid Peroxides,1
"Pulmonary Disease, Chronic Obstructive",D008070,Lipopolysaccharides,1
"Pulmonary Disease, Chronic Obstructive",D008130,Lomustine,0
"Pulmonary Disease, Chronic Obstructive",D008294,Malathion,0
"Pulmonary Disease, Chronic Obstructive",D008345,Manganese,0
"Pulmonary Disease, Chronic Obstructive",D008466,Mechlorethamine,0
"Pulmonary Disease, Chronic Obstructive",D008628,Mercury,0
"Pulmonary Disease, Chronic Obstructive",D008724,Methomyl,0
"Pulmonary Disease, Chronic Obstructive",D008727,Methotrexate,1
"Pulmonary Disease, Chronic Obstructive",D008775,Methylprednisolone,0
"Pulmonary Disease, Chronic Obstructive",D008787,Metoclopramide,0
"Pulmonary Disease, Chronic Obstructive",D008802,Mezlocillin,0
"Pulmonary Disease, Chronic Obstructive",D008911,Minocycline,0
"Pulmonary Disease, Chronic Obstructive",D009151,Mustard Gas,1
"Pulmonary Disease, Chronic Obstructive",D009241,Ipratropium,1
"Pulmonary Disease, Chronic Obstructive",D009466,Neuromuscular Blocking Agents,0
"Pulmonary Disease, Chronic Obstructive",D009525,Niacin,0
"Pulmonary Disease, Chronic Obstructive",D009529,Nicardipine,0
"Pulmonary Disease, Chronic Obstructive",D009532,Nickel,0
"Pulmonary Disease, Chronic Obstructive",D009538,Nicotine,0
"Pulmonary Disease, Chronic Obstructive",D009543,Nifedipine,1
"Pulmonary Disease, Chronic Obstructive",D009566,Nitrates,0
"Pulmonary Disease, Chronic Obstructive",D009569,Nitric Oxide,0
"Pulmonary Disease, Chronic Obstructive",D009585,Nitrogen Dioxide,1
"Pulmonary Disease, Chronic Obstructive",D009589,Nitrogen Oxides,0
"Pulmonary Disease, Chronic Obstructive",D009638,Norepinephrine,1
"Pulmonary Disease, Chronic Obstructive",D009921,Metaproterenol,0
"Pulmonary Disease, Chronic Obstructive",D010047,Ovalbumin,0
"Pulmonary Disease, Chronic Obstructive",D010100,Oxygen,0
"Pulmonary Disease, Chronic Obstructive",D010109,Oxymetazoline,0
"Pulmonary Disease, Chronic Obstructive",D010126,Ozone,1
"Pulmonary Disease, Chronic Obstructive",D010269,Paraquat,0
"Pulmonary Disease, Chronic Obstructive",D010278,Parathion,0
"Pulmonary Disease, Chronic Obstructive",D010400,Penicillin G,0
"Pulmonary Disease, Chronic Obstructive",D010406,Penicillins,0
"Pulmonary Disease, Chronic Obstructive",D010575,Pesticides,0
"Pulmonary Disease, Chronic Obstructive",D010578,Petroleum,0
"Pulmonary Disease, Chronic Obstructive",D010615,Phenacetin,0
"Pulmonary Disease, Chronic Obstructive",D010634,Phenobarbital,0
"Pulmonary Disease, Chronic Obstructive",D010702,Phorate,0
"Pulmonary Disease, Chronic Obstructive",D010755,Organophosphates,0
"Pulmonary Disease, Chronic Obstructive",D010846,Picloram,0
"Pulmonary Disease, Chronic Obstructive",D010878,Piperacillin,0
"Pulmonary Disease, Chronic Obstructive",D010894,Piroxicam,0
"Pulmonary Disease, Chronic Obstructive",D010972,Platelet Activating Factor,0
"Pulmonary Disease, Chronic Obstructive",D011078,Polychlorinated Biphenyls,0
"Pulmonary Disease, Chronic Obstructive",D011084,Polycyclic Aromatic Hydrocarbons,0
"Pulmonary Disease, Chronic Obstructive",D011239,Prednisolone,0
"Pulmonary Disease, Chronic Obstructive",D011241,Prednisone,1
"Pulmonary Disease, Chronic Obstructive",D011433,Propranolol,0
"Pulmonary Disease, Chronic Obstructive",D011722,Pyrethrins,0
"Pulmonary Disease, Chronic Obstructive",D011791,Quartz,0
"Pulmonary Disease, Chronic Obstructive",D011794,Quercetin,1
"Pulmonary Disease, Chronic Obstructive",D012378,Rodenticides,0
"Pulmonary Disease, Chronic Obstructive",D012460,Sulfasalazine,0
"Pulmonary Disease, Chronic Obstructive",D012721,Carbaryl,0
"Pulmonary Disease, Chronic Obstructive",D012822,Silicon Dioxide,0
"Pulmonary Disease, Chronic Obstructive",D012835,Silver Nitrate,0
"Pulmonary Disease, Chronic Obstructive",D012839,Simazine,0
"Pulmonary Disease, Chronic Obstructive",D012905,Smog,1
"Pulmonary Disease, Chronic Obstructive",D012906,Smoke,1
"Pulmonary Disease, Chronic Obstructive",D012980,Sodium Salicylate,0
"Pulmonary Disease, Chronic Obstructive",D012997,Solvents,0
"Pulmonary Disease, Chronic Obstructive",D013256,Steroids,0
"Pulmonary Disease, Chronic Obstructive",D013307,Streptomycin,0
"Pulmonary Disease, Chronic Obstructive",D013311,Streptozocin,0
"Pulmonary Disease, Chronic Obstructive",D013431,Sulfates,0
"Pulmonary Disease, Chronic Obstructive",D013458,Sulfur Dioxide,1
"Pulmonary Disease, Chronic Obstructive",D013578,Synephrine,0
"Pulmonary Disease, Chronic Obstructive",D013645,Tartrazine,0
"Pulmonary Disease, Chronic Obstructive",D013654,Taurine,0
"Pulmonary Disease, Chronic Obstructive",D013726,Terbutaline,1
"Pulmonary Disease, Chronic Obstructive",D013749,Tetrachlorodibenzodioxin,1
"Pulmonary Disease, Chronic Obstructive",D013752,Tetracycline,0
"Pulmonary Disease, Chronic Obstructive",D013759,Dronabinol,0
"Pulmonary Disease, Chronic Obstructive",D013806,Theophylline,1
"Pulmonary Disease, Chronic Obstructive",D013999,Timolol,1
"Pulmonary Disease, Chronic Obstructive",D014028,Tobacco Smoke Pollution,1
"Pulmonary Disease, Chronic Obstructive",D014031,Tobramycin,0
"Pulmonary Disease, Chronic Obstructive",D014051,"Toluene 2,4-Diisocyanate",0
"Pulmonary Disease, Chronic Obstructive",D014212,Tretinoin,0
"Pulmonary Disease, Chronic Obstructive",D014222,Triamcinolone Acetonide,0
"Pulmonary Disease, Chronic Obstructive",D014260,Triclosan,0
"Pulmonary Disease, Chronic Obstructive",D014274,Trifluralin,0
"Pulmonary Disease, Chronic Obstructive",D014414,Tungsten,0
"Pulmonary Disease, Chronic Obstructive",D014580,Ursodeoxycholic Acid,0
"Pulmonary Disease, Chronic Obstructive",D014639,Vanadium,0
"Pulmonary Disease, Chronic Obstructive",D014640,Vancomycin,0
"Pulmonary Disease, Chronic Obstructive",D014665,Vasodilator Agents,0
"Pulmonary Disease, Chronic Obstructive",D014700,Verapamil,1
"Pulmonary Disease, Chronic Obstructive",D014747,Vinblastine,0
"Pulmonary Disease, Chronic Obstructive",D014750,Vincristine,0
"Pulmonary Disease, Chronic Obstructive",D014751,Vindesine,0
"Pulmonary Disease, Chronic Obstructive",D014801,Vitamin A,0
"Pulmonary Disease, Chronic Obstructive",D014859,Warfarin,0
"Pulmonary Disease, Chronic Obstructive",D015032,Zinc,0
"Pulmonary Disease, Chronic Obstructive",D015034,Zinc Oxide,0
"Pulmonary Disease, Chronic Obstructive",D015084,"2,4-Dichlorophenoxyacetic Acid",0
"Pulmonary Disease, Chronic Obstructive",D015242,Ofloxacin,0
"Pulmonary Disease, Chronic Obstructive",D015289,Leukotrienes,0
"Pulmonary Disease, Chronic Obstructive",D015365,Enoxacin,0
"Pulmonary Disease, Chronic Obstructive",D015662,"Trimethoprim, Sulfamethoxazole Drug Combination",0
"Pulmonary Disease, Chronic Obstructive",D015946,Ethylene Dibromide,0
"Pulmonary Disease, Chronic Obstructive",D016190,Carboplatin,0
"Pulmonary Disease, Chronic Obstructive",D016210,Methacholine Chloride,0
"Pulmonary Disease, Chronic Obstructive",D016576,Fleroxacin,0
"Pulmonary Disease, Chronic Obstructive",D016578,Crack Cocaine,0
"Pulmonary Disease, Chronic Obstructive",D016589,Astemizole,0
"Pulmonary Disease, Chronic Obstructive",D016593,Terfenadine,0
"Pulmonary Disease, Chronic Obstructive",D017239,Paclitaxel,0
"Pulmonary Disease, Chronic Obstructive",D017265,Procaterol,0
"Pulmonary Disease, Chronic Obstructive",D017291,Clarithromycin,1
"Pulmonary Disease, Chronic Obstructive",D017308,Etodolac,0
"Pulmonary Disease, Chronic Obstructive",D017332,Cetirizine,0
"Pulmonary Disease, Chronic Obstructive",D017336,Loratadine,0
"Pulmonary Disease, Chronic Obstructive",D017632,"Asbestos, Serpentine",0
"Pulmonary Disease, Chronic Obstructive",D017633,Magnesium Silicates,0
"Pulmonary Disease, Chronic Obstructive",D017636,"Asbestos, Amphibole",0
"Pulmonary Disease, Chronic Obstructive",D017638,"Asbestos, Crocidolite",0
"Pulmonary Disease, Chronic Obstructive",D017639,"Asbestos, Amosite",0
"Pulmonary Disease, Chronic Obstructive",D017835,Nedocromil,0
"Pulmonary Disease, Chronic Obstructive",D017963,Azithromycin,0
"Pulmonary Disease, Chronic Obstructive",D017997,Leukotriene C4,0
"Pulmonary Disease, Chronic Obstructive",D017998,Leukotriene D4,0
"Pulmonary Disease, Chronic Obstructive",D018030,Silver Compounds,0
"Pulmonary Disease, Chronic Obstructive",D018038,Sodium Selenite,0
"Pulmonary Disease, Chronic Obstructive",D018927,Anti-Asthmatic Agents,0
"Pulmonary Disease, Chronic Obstructive",D019216,"Metals, Heavy",1
"Pulmonary Disease, Chronic Obstructive",D019256,Cadmium Chloride,0
"Pulmonary Disease, Chronic Obstructive",D019257,Quinpirole,0
"Pulmonary Disease, Chronic Obstructive",D019287,Zinc Sulfate,0
"Pulmonary Disease, Chronic Obstructive",D019327,Copper Sulfate,0
"Pulmonary Disease, Chronic Obstructive",D019782,Riluzole,0
"Pulmonary Disease, Chronic Obstructive",D019819,Budesonide,0
"Pulmonary Disease, Chronic Obstructive",D019821,Simvastatin,1
"Pulmonary Disease, Chronic Obstructive",D019980,Amoxicillin-Potassium Clavulanate Combination,0
"Pulmonary Disease, Chronic Obstructive",D020024,Leukotriene Antagonists,0
"Pulmonary Disease, Chronic Obstructive",D020058,Styrene,0
"Pulmonary Disease, Chronic Obstructive",D020123,Sirolimus,0
"Pulmonary Disease, Chronic Obstructive",D020156,Salicylic Acid,0
"Pulmonary Disease, Chronic Obstructive",D020682,Cefixime,0
"Pulmonary Disease, Chronic Obstructive",D024504,gamma-Tocopherol,0
"Pulmonary Disease, Chronic Obstructive",D026023,Permethrin,0
"Pulmonary Disease, Chronic Obstructive",D028321,Plant Preparations,0
"Pulmonary Disease, Chronic Obstructive",D037742,"Nanotubes, Carbon",0
"Pulmonary Disease, Chronic Obstructive",D039741,"Antigens, Dermatophagoides",0
"Pulmonary Disease, Chronic Obstructive",D047071,beta-Glucans,0
"Pulmonary Disease, Chronic Obstructive",D047310,Apigenin,0
"Pulmonary Disease, Chronic Obstructive",D052638,Particulate Matter,1
"Pulmonary Disease, Chronic Obstructive",D053260,Soot,1
"Pulmonary Disease, Chronic Obstructive",D058185,Magnetite Nanoparticles,0
"Pulmonary Disease, Chronic Obstructive",D058988,Phosphodiesterase 4 Inhibitors,1
"Pulmonary Disease, Chronic Obstructive",D060729,Coal Ash,0
"Pulmonary Disease, Chronic Obstructive",D064747,Lansoprazole,0
"Pulmonary Disease, Chronic Obstructive",D065819,Voriconazole,0
"Rhinitis, Allergic",C000610679,bufei jianpi,0
"Rhinitis, Allergic",C000623021,3-(pyridin-3-ylsulfonyl)-5-(trifluoromethyl)-2H-chromen-2-one,0
"Rhinitis, Allergic",C000626046,RU.521,0
"Rhinitis, Allergic",C000630836,LGM2605,0
"Rhinitis, Allergic",C001899,triptolide,0
"Rhinitis, Allergic",C002003,bentazone,1
"Rhinitis, Allergic",C003237,proxyphylline,0
"Rhinitis, Allergic",C003330,trospium chloride,0
"Rhinitis, Allergic",C004600,bufotalin,1
"Rhinitis, Allergic",C005274,naringin,0
"Rhinitis, Allergic",C005969,"4,4'-diphenylmethane diisocyanate",1
"Rhinitis, Allergic",C006780,bisphenol A,1
"Rhinitis, Allergic",C007734,flunisolide,0
"Rhinitis, Allergic",C007836,geraniol,1
"Rhinitis, Allergic",C008450,7-methylguanine,0
"Rhinitis, Allergic",C008514,methylxanthine,0
"Rhinitis, Allergic",C009495,titanium dioxide,0
"Rhinitis, Allergic",C010809,tulobuterol,0
"Rhinitis, Allergic",C011674,bacampicillin,0
"Rhinitis, Allergic",C011685,bitolterol,0
"Rhinitis, Allergic",C011765,troclosene,0
"Rhinitis, Allergic",C012037,solasodine,0
"Rhinitis, Allergic",C012260,cyclocreatine,0
"Rhinitis, Allergic",C012293,tranilast,0
"Rhinitis, Allergic",C012655,nimesulide,1
"Rhinitis, Allergic",C015001,arsenite,0
"Rhinitis, Allergic",C015262,"1,6-hexamethylene diisocyanate",0
"Rhinitis, Allergic",C015559,trimellitic anhydride,0
"Rhinitis, Allergic",C017590,oxitropium,0
"Rhinitis, Allergic",C018511,4-dichlorobenzene,0
"Rhinitis, Allergic",C021183,"1,7-dimethylxanthine",0
"Rhinitis, Allergic",C022944,gossypin,0
"Rhinitis, Allergic",C023616,zinc chromate,0
"Rhinitis, Allergic",C023617,"pregna-4,17-diene-3,16-dione",0
"Rhinitis, Allergic",C023898,butylate,0
"Rhinitis, Allergic",C024070,pycnogenols,0
"Rhinitis, Allergic",C024746,tobacco tar,0
"Rhinitis, Allergic",C025256,nonylphenol,1
"Rhinitis, Allergic",C025759,saikosaponin D,1
"Rhinitis, Allergic",C027118,didecyldimethylammonium,0
"Rhinitis, Allergic",C027561,butylbenzyl phthalate,0
"Rhinitis, Allergic",C027576,4-hydroxy-2-nonenal,0
"Rhinitis, Allergic",C028007,nickel monoxide,0
"Rhinitis, Allergic",C028305,syringin,0
"Rhinitis, Allergic",C029536,2-oxothiazolidine-4-carboxylic acid,0
"Rhinitis, Allergic",C029797,doxofylline,0
"Rhinitis, Allergic",C029938,nickel sulfate,0
"Rhinitis, Allergic",C030583,ceric oxide,0
"Rhinitis, Allergic",C030809,"fenoterol, ipratropium drug combination",0
"Rhinitis, Allergic",C030856,pendimethalin,0
"Rhinitis, Allergic",C030973,cupric oxide,0
"Rhinitis, Allergic",C030984,pyrene,0
"Rhinitis, Allergic",C031180,chrysene,0
"Rhinitis, Allergic",C031181,phenanthrene,0
"Rhinitis, Allergic",C031278,2-chloroethyl ethyl sulfide,0
"Rhinitis, Allergic",C031818,"enterotoxin B, staphylococcal",0
"Rhinitis, Allergic",C032742,triclopyr,1
"Rhinitis, Allergic",C033146,1-hydroxypyrene,0
"Rhinitis, Allergic",C034206,Ribomunyl,0
"Rhinitis, Allergic",C034347,enprofylline,0
"Rhinitis, Allergic",C034587,CHOP protocol,0
"Rhinitis, Allergic",C035353,M-BACOD protocol,0
"Rhinitis, Allergic",C035978,cefbuperazone,0
"Rhinitis, Allergic",C036251,EPTC,0
"Rhinitis, Allergic",C036567,perfluorodecanoic acid,0
"Rhinitis, Allergic",C038459,curdlan,0
"Rhinitis, Allergic",C041507,1-methylphenanthrene,0
"Rhinitis, Allergic",C043103,phthalic anhydride,0
"Rhinitis, Allergic",C043836,naphthalan,0
"Rhinitis, Allergic",C044101,"endotoxin, Escherichia coli",0
"Rhinitis, Allergic",C045651,epigallocatechin gallate,0
"Rhinitis, Allergic",C047681,pranlukast,0
"Rhinitis, Allergic",C047766,bambuterol,0
"Rhinitis, Allergic",C048629,strontium chromate,0
"Rhinitis, Allergic",C048927,"1,5-anhydrofructose",0
"Rhinitis, Allergic",C051082,beta-eudesmol,1
"Rhinitis, Allergic",C051309,doqualast,0
"Rhinitis, Allergic",C053342,brevetoxin,0
"Rhinitis, Allergic",C055172,N-7-(2-(nitrophenyldithio)ethyl)mitomycin C,0
"Rhinitis, Allergic",C056165,acetovanillone,0
"Rhinitis, Allergic",C057710,cefditoren pivoxil,0
"Rhinitis, Allergic",C058216,perilla seed oil,0
"Rhinitis, Allergic",C059141,verlukast,0
"Rhinitis, Allergic",C059528,14-hydroxydocosahexaenoic acid,0
"Rhinitis, Allergic",C060230,seratrodast,0
"Rhinitis, Allergic",C060540,polyhexamethyleneguanidine,0
"Rhinitis, Allergic",C060728,cobalt oxide,0
"Rhinitis, Allergic",C060980,"phosphatidylinositol 3,4-diphosphate",0
"Rhinitis, Allergic",C062735,zafirlukast,1
"Rhinitis, Allergic",C062894,"17-hydroxy-4,7,10,13,15,19-docosahexaenoic acid",0
"Rhinitis, Allergic",C062940,quinupristin-dalfopristin,0
"Rhinitis, Allergic",C063119,ramatroban,1
"Rhinitis, Allergic",C063449,zileuton,0
"Rhinitis, Allergic",C066075,vanadium pentoxide,0
"Rhinitis, Allergic",C068538,liposomal amphotericin B,0
"Rhinitis, Allergic",C069471,aluminum oxide hydroxide,0
"Rhinitis, Allergic",C070074,m-ACOD protocol,0
"Rhinitis, Allergic",C070272,valspodar,0
"Rhinitis, Allergic",C071005,BUCY-2 protocol,0
"Rhinitis, Allergic",C075750,8-epi-prostaglandin F2alpha,0
"Rhinitis, Allergic",C076944,salvianolic acid B,0
"Rhinitis, Allergic",C076994,perfluorooctane sulfonic acid,0
"Rhinitis, Allergic",C077110,ambroxol-theophylline-7-acetate,0
"Rhinitis, Allergic",C080276,mono(2-ethyl-5-oxohexyl)phthalate,1
"Rhinitis, Allergic",C085278,hydroxysafflor yellow A,1
"Rhinitis, Allergic",C085514,wogonin,0
"Rhinitis, Allergic",C087867,"polymeric 4,4'-diphenylmethane diisocyanate",0
"Rhinitis, Allergic",C088860,"4-((3-bromophenyl)amino)-6,7-dimethoxyquinazoline",0
"Rhinitis, Allergic",C092704,MINE protocol,0
"Rhinitis, Allergic",C093230,fexofenadine,1
"Rhinitis, Allergic",C093875,montelukast,0
"Rhinitis, Allergic",C094049,apaflurane,0
"Rhinitis, Allergic",C095476,"theophylline, salbutamol drug combination",0
"Rhinitis, Allergic",C099445,S 28463,0
"Rhinitis, Allergic",C101816,perfluoro-n-nonanoic acid,0
"Rhinitis, Allergic",C105311,FR 173657,0
"Rhinitis, Allergic",C112381,cysteinyl-leukotriene,0
"Rhinitis, Allergic",C118790,angiotensin I (1-7),0
"Rhinitis, Allergic",C121345,desloratadine,1
"Rhinitis, Allergic",C424423,Roflumilast,0
"Rhinitis, Allergic",C432165,pyrazolanthrone,0
"Rhinitis, Allergic",C433247,Cilomilast,0
"Rhinitis, Allergic",C433788,"lipopolysaccharide, E. coli O26-B6",0
"Rhinitis, Allergic",C434926,"N-(oxo-5,6-dihydrophenanthridin-2-yl)-N,N-dimethylacetamide hydrochloride",0
"Rhinitis, Allergic",C440499,"lipopolysaccharide, Escherichia coli O111 B4",0
"Rhinitis, Allergic",C446402,ovalbumin-alum,1
"Rhinitis, Allergic",C472067,levocetirizine,1
"Rhinitis, Allergic",C479069,mono(2-ethyl-5-hydroxyhexyl) phthalate,1
"Rhinitis, Allergic",C492470,fluor-edenite,0
"Rhinitis, Allergic",C506365,Cyclohexane,0
"Rhinitis, Allergic",C512161,bisphenol A glucuronide,0
"Rhinitis, Allergic",C525002,ST2825,0
"Rhinitis, Allergic",C532967,yupingfeng,0
"Rhinitis, Allergic",C539252,"3-(2,4-diamino-6-(3-hydroxyphenyl)pteridin-7-yl)phenol",0
"Rhinitis, Allergic",C542398,PH 797804,0
"Rhinitis, Allergic",C542859,aclidinium bromide,0
"Rhinitis, Allergic",C543534,"6-(5-((cyclopropylamino)carbonyl)-3-fluoro-2-methylphenyl)-N-(2,2-dimethylprpyl)-3-pyridinecarboxamide",0
"Rhinitis, Allergic",C550144,cang er zi wan,1
"Rhinitis, Allergic",C561691,18(R)-hydroxyeicosapentaenoic acid,0
"Rhinitis, Allergic",C569762,"N-(1-(3-chloro-4-hydroxyphenyl)-3-(1,1-dimethylethyl)-1H-pyrazol-5-yl)-N'-((2-((3-(2-((2-hydroxyethyl)thio)phenyl)-1,2,4-triazolo(4,3-a)pyridin-6-yl)thio)phenyl)methyl)-urea",0
"Rhinitis, Allergic",C572629,FPS-ZM1,0
"Rhinitis, Allergic",C574213,dilmapimod,0
"Rhinitis, Allergic",C574914,Bu-Fei-Yi-Shen,0
"Rhinitis, Allergic",C583570,revefenacin,0
"Rhinitis, Allergic",D000068297,Fluticasone-Salmeterol Drug Combination,0
"Rhinitis, Allergic",D000068298,Fluticasone,0
"Rhinitis, Allergic",D000068299,Salmeterol Xinafoate,0
"Rhinitis, Allergic",D000068338,Everolimus,0
"Rhinitis, Allergic",D000068437,Pemetrexed,0
"Rhinitis, Allergic",D000068656,Mometasone Furoate,0
"Rhinitis, Allergic",D000068677,Sildenafil Citrate,0
"Rhinitis, Allergic",D000068759,Formoterol Fumarate,0
"Rhinitis, Allergic",D000069349,Linezolid,0
"Rhinitis, Allergic",D000069447,Tiotropium Bromide,0
"Rhinitis, Allergic",D000069470,Venlafaxine Hydrochloride,0
"Rhinitis, Allergic",D000077143,Docetaxel,0
"Rhinitis, Allergic",D000077154,Rosiglitazone,1
"Rhinitis, Allergic",D000077156,Gefitinib,0
"Rhinitis, Allergic",D000077185,Resveratrol,0
"Rhinitis, Allergic",D000077209,Decitabine,0
"Rhinitis, Allergic",D000077213,Lamotrigine,0
"Rhinitis, Allergic",D000077237,Arsenic Trioxide,0
"Rhinitis, Allergic",D000077266,Moxifloxacin,0
"Rhinitis, Allergic",D000077332,Artesunate,0
"Rhinitis, Allergic",D000077337,Vorinostat,0
"Rhinitis, Allergic",D000077407,Cilostazol,0
"Rhinitis, Allergic",D000077547,Crizotinib,0
"Rhinitis, Allergic",D000077551,Micafungin,0
"Rhinitis, Allergic",D000077591,Eucalyptol,0
"Rhinitis, Allergic",D000077731,Meropenem,0
"Rhinitis, Allergic",D000079,Acetaldehyde,0
"Rhinitis, Allergic",D000082,Acetaminophen,0
"Rhinitis, Allergic",D000086,Acetazolamide,0
"Rhinitis, Allergic",D000093542,Gemcitabine,0
"Rhinitis, Allergic",D000097627,Cefpodoxime Proxetil,0
"Rhinitis, Allergic",D000097797,Glyphosate,1
"Rhinitis, Allergic",D000109,Acetylcholine,0
"Rhinitis, Allergic",D000171,Acrolein,0
"Rhinitis, Allergic",D000241,Adenosine,0
"Rhinitis, Allergic",D000242,Cyclic AMP,0
"Rhinitis, Allergic",D000305,Adrenal Cortex Hormones,0
"Rhinitis, Allergic",D000318,Adrenergic beta-Agonists,0
"Rhinitis, Allergic",D000336,Aerosols,0
"Rhinitis, Allergic",D000393,Air Pollutants,1
"Rhinitis, Allergic",D000395,"Air Pollutants, Occupational",0
"Rhinitis, Allergic",D000420,Albuterol,0
"Rhinitis, Allergic",D000448,Aldicarb,0
"Rhinitis, Allergic",D000485,Allergens,0
"Rhinitis, Allergic",D000536,Aluminum Hydroxide,1
"Rhinitis, Allergic",D000537,Aluminum Oxide,0
"Rhinitis, Allergic",D000538,Aluminum Silicates,0
"Rhinitis, Allergic",D000577,Amides,0
"Rhinitis, Allergic",D000583,Amikacin,0
"Rhinitis, Allergic",D000628,Aminophylline,0
"Rhinitis, Allergic",D000638,Amiodarone,0
"Rhinitis, Allergic",D000644,Quaternary Ammonium Compounds,0
"Rhinitis, Allergic",D000666,Amphotericin B,0
"Rhinitis, Allergic",D000667,Ampicillin,0
"Rhinitis, Allergic",D000894,"Anti-Inflammatory Agents, Non-Steroidal",0
"Rhinitis, Allergic",D000942,"Antigens, Bacterial",1
"Rhinitis, Allergic",D000947,"Antigens, Helminth",1
"Rhinitis, Allergic",D000965,Antimony,0
"Rhinitis, Allergic",D001151,Arsenic,0
"Rhinitis, Allergic",D001194,Asbestos,0
"Rhinitis, Allergic",D001241,Aspirin,0
"Rhinitis, Allergic",D001280,Atrazine,1
"Rhinitis, Allergic",D001335,Vehicle Emissions,0
"Rhinitis, Allergic",D001507,Beclomethasone,0
"Rhinitis, Allergic",D001556,Hexachlorocyclohexane,0
"Rhinitis, Allergic",D001564,Benzo(a)pyrene,0
"Rhinitis, Allergic",D001572,Benzofurans,0
"Rhinitis, Allergic",D001622,Betaine,0
"Rhinitis, Allergic",D001761,Bleomycin,0
"Rhinitis, Allergic",D001786,Blood Glucose,0
"Rhinitis, Allergic",D001993,Bronchodilator Agents,0
"Rhinitis, Allergic",D002066,Busulfan,0
"Rhinitis, Allergic",D002084,Butylated Hydroxytoluene,0
"Rhinitis, Allergic",D002104,Cadmium,0
"Rhinitis, Allergic",D002110,Caffeine,0
"Rhinitis, Allergic",D002133,Calcium Sulfate,0
"Rhinitis, Allergic",D002211,Capsaicin,0
"Rhinitis, Allergic",D002215,Captan,0
"Rhinitis, Allergic",D002219,Carbamates,0
"Rhinitis, Allergic",D002228,Carbenicillin,0
"Rhinitis, Allergic",D002231,Carbimazole,0
"Rhinitis, Allergic",D002233,Carbocysteine,0
"Rhinitis, Allergic",D002244,Carbon,0
"Rhinitis, Allergic",D002246,Carbon Disulfide,0
"Rhinitis, Allergic",D002248,Carbon Monoxide,0
"Rhinitis, Allergic",D002251,Carbon Tetrachloride,0
"Rhinitis, Allergic",D002330,Carmustine,0
"Rhinitis, Allergic",D002439,Cefotaxime,0
"Rhinitis, Allergic",D002442,Ceftazidime,0
